小米运动蓝牙耳机mini,快速唤醒小爱语音助手，IPX4级...,¥ 169
咕咚智能心率耳机Quiet,实时心率 / 舒适降噪 / 醇厚音...,¥ 299
小米蓝牙项圈耳机,项圈式设计/轻量化亲肤材质/ap...,¥ 299
QCY迷你蓝牙耳机,舒适佩戴，微型机身，轻巧重量...,¥ 49 直降
H-Stand 耳机支架,几何造型设计/稳定易放置/坚固...,¥ 69
小米活塞耳机 清新版,铝合金音腔，第三代平衡阻尼系...,¥ 29
COOWOO车载蓝牙耳机,耳机车充二合一，自动接听，高...,¥ 129
1MORE 好声音入耳式耳机,智能线控，双共振腔震撼低音，...,¥ 129
1MORE iBfree蓝牙耳机,炫彩型动，乐享自由，高清而逼...,¥ 249
1MORE运动蓝牙耳机,聆听自由，随型跃动，享受CD级...,¥ 399
小米头戴式蓝牙耳机,4.1蓝牙技术/aptX 无损传输/40...,¥ 299
小米圈铁耳机2,全面升级，让声音更有质感，高...,¥ 99
小米双单元半入耳式耳机,半入耳式舒适佩戴 / 动圈+陶瓷...,¥ 69
小米降噪耳机,双动圈+动铁声学架构 / 独创降...,¥ 299
小米游戏耳机,7.1 虚拟环绕立体声引擎/ LED ...,¥ 349
小米圈铁耳机Pro,双动圈+动铁，三单元发声，均衡...,¥ 149
小米蓝牙耳机青春版,蓝牙4.1连接，高清通话音质，6...,¥ 59
小米降噪耳机Type-C版,USB Type-C 接口,¥ 299
小米头戴式耳机,石墨烯发声振膜，被动低频辐射...,¥ 499
小米头戴式耳机 轻松版,洁净外观设计，封闭式音腔，舒...,¥ 199
1More 头戴式耳机,格莱美奖音乐大师定调，塑钢钛...,¥ 299
1MORE Spearhead VR电竞头戴式...,7.1 虚拟环绕立体声系统/50mm ...,¥ 699
1MORE胶囊圈铁耳机,四次格莱美奖音乐大师定调,¥ 499
1MORE 三单元圈铁耳机,Hi-Res Audio认证，单动圈+双动...,¥ 599
1MORE 四单元圈铁耳机,【新品】动铁三单元+单动圈结构...,¥ 1299
小米蓝牙音频接收器 通用版,专业耳放芯片，自带电池即插即...,¥ 99
ZMI 镍氢充电电池系列,可购买充电器，5号电池，7号电池,¥ 39
ZMI Type-C 双向快充移动电源...,10000mAh聚合物电芯，自主研发...,¥ 99
小米无线充电器,快速充电 / 轻巧便携 / 智能安...,¥ 99
ZMI 无线充电器（套装版）,包含适配器、数据线 / 多协议快...,¥ 129
小米USB充电器60W快充版（6口）,6口输出 / USB-C输出接口 / 支...,¥ 129
小米USB充电器36W 快充版（2口...,双USB输出接口 / 支持QC3.0快充...,¥ 59
小米USB充电器（4口）,4个USB口，2A快充，多重安保,¥ 59 直降
VH“及”无线充电器,安全快充，支持QC/QI，强大兼容,¥ 89 起
ZMI双向快充移动电源,5000mAh双向快充，113克轻巧便...,¥ 69
彩虹5号电池,日立Maxell，电池核芯，无毒无汞,¥ 9 直降
彩虹7号电池,电量充足，无毒无汞，颜值爆表,¥ 9 直降
FOXIO 口红充电宝,玲珑小巧/质感超群/时尚随身/边...,¥ 129
新10000mAh小米移动电源2,双USB接口输出 / 双向快充 / 锂...,¥ 79
小米移动电源2C 20000mAh,大容量 / 双USB输出 / 高品质锂...,¥ 129
小米移动电源10000mAh高配版,双向快充，仅12.58mm薄,¥ 149
小米移动电源2 (5000mAh版),锂聚合物电芯 / 铝合金金属壳体...,¥ 49
小米USB充电器快充版（18W） 白...,支持苹果/安卓 美观耐用,¥ 29 直降
小米USB充电器（10W） 白色,美观精致  小巧便携,¥ 19 直降
20000mAh小米移动电源2,大容量，双向快充，双USB输出，...,¥ 149
ZMI 太空移动电源,镜面不锈钢壳体，多快充协议，...,¥ 299
ZMI双模智能充电器+充电宝,一个设备，多种用途/5000mAh充...,¥ 109
早风三合一数据线,超多设备支持 苹果官方MFi认证...,¥ 59
凯芙拉编织苹果数据线,MFI认证，花色编织，凯芙拉抗拉...,¥ 49
ZMI USB-C编织线,耐磨编织线，夜视灯光，便携扎...,¥ 24.9 起
TUP2磁吸收纳线夹,高兼容度夹扣/实用磁吸底座/原...,¥ 25
早风二合一数据线,苹果MFi认证，出行携带方便，强...,¥ 39
多口USB电源适配器,五口快充，可为笔记本充电，告...,¥ 169
青米3口USB电源适配器,3口USB，2A安全充电，多重保护,¥ 49
USB3.0至千兆网口多功能转接器,以一敌四 / 高效办公好搭档,¥ 129
小米USB充电器36W 快充版（2口...,双USB输出接口 / 支持QC3.0快充...,¥ 59
小米USB充电器60W快充版（6口）,6口输出 / USB-C输出接口 / 支...,¥ 129
小米USB-C电源适配器（65W）,多协议快充/可折叠插脚,¥ 129
小米USB充电器（4口）,4个USB口，2A快充，多重安保,¥ 59 直降
小米 USB-C 电源适配器 45W,PD2.0 协议 / 精致小巧 / 可为...,¥ 94 直降
小米 Type-C to AUDIO转接线...,优质材质 ／ 精湛工艺 ／ 轻巧...,¥ 9 直降
USB-C至Mini DisplayPort多功能...,4K/60Hz 超高清输出，USB-C PD...,¥ 149
USB-C至VGA 千兆网口多功能转接...,多功能五口合一 / 2K@60Hz高清...,¥ 169 直降
小米二合一数据线30cm,Type-C / Micro USB / 支持快充...,¥ 19 直降
ZMI苹果编织线,MFi认证 / 磁吸配件 / 适用于苹...,¥ 49 直降
ZMI USB-C 光环编织数据线,耐磨编织线 / 夜视光环 / 磁吸...,¥ 29 直降
小米TYPE-C快速充电数据线,正反插拔 ，1200mm线长， 支持...,¥ 16 直降
小米 USB type C数据线,工艺精湛 经久耐用/环保材质 品...,¥ 14 直降
小米USB-C数据线 编织线版,高强度纤维编织线体 / 一体化接...,¥ 19.9
USB Type-C 转接头,原装正品，普通数据线也可以为...,¥ 5
小米自拍杆（线控版）,采用3.5mm音频线控制，无需连接...,¥ 49
小米蓝牙自拍杆,一键拍照 / 支架270°旋转 / 一...,¥ 79
米家插线板,儿童安全保护门 / 极简纤巧设计...,¥ 24 起 直降
米家二位转换器,双国标组合插孔 / 双USB充电口...,¥ 19 起 直降
青米智能插线板（5位国标组合插...,远程智动，自动核算电费，定时...,¥ 89
青米插线板（三孔位）,三位国标组合插线板，过载断电...,¥ 35 起
青米智能插线板（含3口USB 2A快...,含3个USB 5V2A快充接口 / 远程...,¥ 99
小米插线板（含3口USB 2A快充）,"3个USB充电口,支持2A快充",¥ 49
米家四位四控插线板（含3口USB...,四位分控 / 随用随开 / 满足更...,¥ 89
米家插线板6位基础版（含3口US...,新国标1mm²线材，3个USB充电口...,¥ 79
米家智能插线板,远程控制 定时开关 智能省电,¥ 69
小米电源线收纳盒,防尘，绝缘，插线板专用，桌面...,¥ 49
傲风有品定制电竞椅,加厚海绵坐垫 四级防爆气压杆 ...,¥ 999
米物智能鼠标垫,支持Qi无线充电 适用小米MIX 2...,¥ 249
炽魂游戏机械键盘,Cherry MX机械轴，Backlit动态...,¥ 599 直降
米物电竞鼠标垫,竞赛级PC表面 / 吸盘式橡胶底垫...,¥ 49
全景光效专业电竞鼠标,欧姆龙游戏微动，12000DPI ，约...,¥ 499
小米游戏耳机,7.1虚拟环绕立体声引擎／LED 炫...,¥ 349
小米游戏鼠标,有线or无线双模切换/7200DPI光...,¥ 249
流彩光效专业电竞鼠标,7200DPI / 专业游戏微动 / 约1...,¥ 349
1MORE Spearhead VR电竞头戴式...,7.1 虚拟环绕立体声系统/50mm ...,¥ 699
小米游戏本15.6英寸,性能怪兽/[冷酷]散热系统/一链...,¥ 5999 起
小米小爱音箱mini,能听会说的人工智能音箱/3500万...,¥ 159 直降
小米AI音箱,"人机交互,听音乐,语音遥控家电...",¥ 299
小米随身蓝牙音箱,玲珑身材，不同凡响，轻巧随身...,¥ 69
小米小钢炮蓝牙音箱2,极简设计，专业喇叭，约7小时续...,¥ 129
小米蓝牙音箱,仅铅笔盒大小，近万首歌随身带,¥ 199
小米米兔音箱,天然萌的音乐小玩具，蓝牙4.0链...,¥ 99
小米方盒子蓝牙音箱2,高清音质，轻巧便携，蓝牙4.2，...,¥ 129
雷石KTV专业无线麦克,高灵敏动圈麦头，三核DSP芯片，...,¥ 599
小米家庭影院,360°立体环绕声，支持卡拉OK，...,¥ 2099
name,desc,price
COTTONSMITH家居T恤2件装,宽松舒适，可家居可外穿，柔软...,¥ 59
90分银离子抗菌T恤 两件装,有效抑制细菌滋生，呵护健康肌...,¥ 79
90分经典翻领Polo衫,清凉柔滑，珠地网眼，拼彩条罗纹,¥ 69
MITOWN原创印花短T系列,原创经典印花，舒适面料，做工...,¥ 69
小米短袖T恤 两件装,精梳棉，适合多场景穿着，精选...,¥ 89
柒號银纤维抗菌防臭T恤,99.9%纯银层，持久抑菌，有效防...,¥ 139
熊本熊短袖T恤,官方授权图案，亲肤透气，休闲...,¥ 64.9
小米短袖POLO衫,"经典翻领设计,精选Sorona纤维 ...",¥ 79
MITOWN WORK系列重磅纯棉T恤,原创设计印花，宽松舒适，时尚...,¥ 79
小米短袖T恤 口袋米兔（情侣同...,趣味米兔口袋，棉氨面料，活性...,¥ 69
小米短袖T恤 机械米兔男款,机械米兔印花，棉氨面料，黑白...,¥ 69
90分抗菌短袖T恤 (女款2件装),长效抗菌，透湿易干，柔滑舒适,¥ 79
米家限量版纪念T恤,专属设计，个性包装，舒适体感,¥ 199
小米短袖T恤 享受科技（情侣同...,每个人都能享受科技的乐趣,¥ 69
小米速干短袖T恤 黑色,冰点矩阵，高亮反光，高弹透气,¥ 99
Proease一体织轻运动短袖T恤,柔软舒适，吸湿快干，清爽透气...,¥ 69
柒號男士花纱速干T恤,双色花纱，吸湿速干，高弹透气...,¥ 79
AMAZFIT单导速干T恤,速干排汗，轻盈透气，贴合身型,¥ 129
COTTONSMITH随型裁男士V领T恤,时尚V领，经典百搭，切边技术，...,¥ 79
90分一体织透气短袖T恤,无缝贴合，吸湿透气，舒爽入夏,¥ 99
DMN磁导电亲肤牛仔,磁导电面料，有效排除静电，匠...,¥ 199
COTTONSMITH时尚牛仔短裤,潮流版型，舒适柔软，清爽透气...,¥ 109
Uleemark男子速干长裤,冰凉触感，吸汗速干，透气舒适...,¥ 99
Uleemark男士运动功能短裤,韧性面料，极简时髦，撞色设计...,¥ 89
COTTONSMITH99%棉微弹小直筒牛...,立体感强，修饰腿型，色泽饱满...,¥ 129
Uleemark男士运动速干短裤,立体剪裁，荧光腰头，YKK拉链，...,¥ 89
90分舒适随行牛仔裤男款,柔韧舒适，快速回弹，修身塑型...,¥ 199
Uleemark男士舒适针织长裤,弹力柔软，立体裁剪，斜插口袋...,¥ 139
COTTONSMITH男式高弹舒适牛仔裤...,优质弹力，亲肤柔软，透气舒适...,¥ 129
90分舒适随行牛仔裤女款,土耳其科技面料，快速回弹，修...,¥ 199
悠启男士休闲舒适针织短裤,优质精梳棉，毛边设计，柔软舒适,¥ 79
COTTONSMITH女式高弹修身牛仔裤...,优质弹力，亲肤柔软，透气舒适...,¥ 129
COTTONSMITH天丝棉牛仔裤男款,丝滑触感，自由回弹，舒适柔软...,¥ 199
MITOWN城市休闲短裤,时尚有型，舒适透气，款式简约...,¥ 149
MITOWN经典休闲长裤,百搭单品，97%含棉量，舒适耐穿...,¥ 169
MITOWN休闲短裤,潮流穿搭，舒适透气，迷彩花纹,¥ 149
90分防皱免烫衬衫,100%新疆长绒棉，成衣免烫，柔...,¥ 199
90分经典牛津纺衬衫,牛津面料，100%棉，领尖两粒扣...,¥ 139
COTTONSMITH基础休闲牛仔衬衫,经典基础，随意舒适，立体裁剪,¥ 149
90分休闲棉麻衬衫,法国亚麻，优质精梳棉，清爽舒适,¥ 149
90分仿牛仔青年布衬衫,柔软亲肤，3D裁剪，上乘纱线，...,¥ 139
凡客诚品全棉日式高支免烫衬衫,舒适透气，无需熨烫，易于清洗,¥ 249
柒號男士花纱速干T恤,双色花纱，吸湿速干，高弹透气...,¥ 79
Uleemark男士运动速干短裤,立体剪裁，荧光腰头，YKK拉链，...,¥ 89
AMAZFIT单导速干T恤,速干排汗，轻盈透气，贴合身型,¥ 129
Uleemark男士运动功能短裤,韧性面料，极简时髦，撞色设计...,¥ 89
男士平角泳裤,杜邦莱卡，有效抗氯，疏水降阻...,¥ 79
男士五分泳裤,杜邦莱卡，有效抗氯，疏水降阻...,¥ 99
裙式分体泳衣,杜邦莱卡，有效抗氯，交叉美背,¥ 169
女士连体泳衣,杜邦莱卡，有效抗氯，镂空美背,¥ 149
磨砂硅胶泳帽,高弹力、抗撕裂、降水阻、不伤发,¥ 39
90分一体织透气短袖T恤,无缝贴合，吸湿透气，舒爽入夏,¥ 99
小米速干短袖T恤 黑色,冰点矩阵，高亮反光，高弹透气,¥ 99
悠启男士休闲舒适针织短裤,优质精梳棉，毛边设计，柔软舒适,¥ 79
Proease一体织轻运动短袖T恤,柔软舒适，吸湿快干，清爽透气...,¥ 69
MITOWN飞织型弹外套 男款,保暖轻盈，提花设计，飞织型弹...,¥ 199
MITOWN全棉圆领卫衣,简单易搭，精梳纯棉，舒适透气,¥ 99
柒號男士速干运动裤系列,弹力支撑，吸湿速干，轻盈透气,¥ 99 起
柒號女士速干运动裤系列,百搭塑形，裸感贴合，吸湿速干,¥ 99 起
Uleemark男子连帽拉链开衫,强力面料，色牢度高，不易起球...,¥ 169
柒號速干轻盈运动系列 男款,速干透气，轻盈无拘，亲肤舒适,¥ 99 起
柒號速干轻盈运动系列 女款,速干透气，轻盈无拘，亲肤舒适,¥ 121 起
Uleemark男子速干长裤,冰凉触感，吸汗速干，透气舒适...,¥ 99
MITOWN运动压缩小腿套,梯度压缩，柔软舒适，时尚色彩,¥ 49
MITOWN飞织圆领卫衣,轻盈保暖，飞织型弹工艺，快速...,¥ 149
Uleemark轻量防晒服,防紫外线，防泼面料，轻薄速干...,¥ 179
悠启轻薄防晒皮肤衣,超轻盈，UPF50+，4级防泼水，便...,¥ 179
AMAZFIT四面弹皮肤风衣,防晒透气，超薄四面弹，防泼水...,¥ 199
Uleemark男士防雨夹克,4级防水，一体裁剪，反光设计，...,¥ 299
Uleemark女士中长款白色风衣,时尚版型，轻薄防泼水，褶皱工...,¥ 199
紫易男士V领羊毛开衫,经典百搭，保暖舒适，精良抗起...,¥ 219
小米3L软壳风衣 男款,3层复合面料，保暖摇粒绒，防水...,¥ 129 直降
小米双层抓绒夹克 男款,小米双层抓绒夹克,¥ 69 直降
小米双层抓绒夹克 女款,长效抗静电，双层贴合抓绒，动...,¥ 69 直降
小米一体织轻薄羽绒服,充绒区域0针孔，轻暖防钻绒，便...,¥ 149 直降
柒號男士轻薄运动夹克,4级防泼水，防紫外线，轻薄透气...,¥ 199
Uleemark双面穿羽绒服男款,90%鹅绒，防水防风，科技反光，...,¥ 399
Uleemark轻便可收纳羽绒马甲,90%白鸭绒，轻盈保暖，科技反光...,¥ 199
Uleemark运动休闲羽绒服,保温蓄热，防风防寒，无缝工艺,¥ 569 起
Uleemark三合一冲锋衣,防水防风，耐磨抗撕裂，内胆可...,¥ 299
MITOWN飞行员夹克羽绒服 男款,天然鸭绒纤维，防钻绒工艺，防...,¥ 499
悠启轻柔无钢圈一片式文胸,舒适亲肤，爽滑无痕，聚拢塑形,¥ 99
instant me真丝吊带裙,裸睡般的轻柔，经典简约设计，...,¥ 329
悠启真我吊带衫,吸水性强，舒适柔软，AAA级抑菌,¥ 39
instant me真丝短款吊带,珍贵桑蚕丝，优雅吊带设计，一...,¥ 239
90分男女温暖长袖打底衫,恒温循环，高弹柔滑，舒适透气,¥ 79
COTTONSMITH随型裁男士V领T恤,时尚V领，经典百搭，切边技术，...,¥ 79
COTTONSMITH微型窗干爽男士内裤...,进口美棉，快速排汗，干爽不粘身,¥ 119
COTTONSMITH微型窗干爽女士内裤...,进口美棉，快速排汗，干爽不粘身,¥ 89
COTTONSMITH棉质基础男士内裤 ...,进口美棉，透气舒适,¥ 99
悠启无痕一片式均码内裤2条装,舒适透气，高弹纤维，快干便携,¥ 69
COTTONSMITH棉质基础女士内裤 ...,进口美棉，透气舒适,¥ 79
COTTONSMITH空气感内裤2条装 男...,超细纤维，轻薄透气，3D冲模，...,¥ 99
COTTONSMITH节庆款女士内裤 3条...,喜庆祥和，四季平安,¥ 89
COTTONSMITH节庆款男士内裤 3条...,喜气祥和，四季平安,¥ 119
COTTONSMITH莫代尔男士平角内裤...,兰精莫代尔，柔软顺滑，撞色腰带,¥ 149
COTTONSMITH莫代尔女士三角内裤...,兰精莫代尔，轻薄透气，镂空蕾...,¥ 129
COTTONSMITH情侣款男女内裤 3条...,情人节专属，定制图案，进口美棉,¥ 89 起
COTTONSMITH随型裁男士平角内裤...,随型裁剪，无痕自在，柔软丝滑,¥ 169
COTTONSMITH家居套装男款,宽松舒适，可居家可外穿，柔软...,¥ 89
COTTONSMITH家居T恤2件装,宽松舒适，可家居可外穿，柔软...,¥ 59
instant me 100%真丝家居男女款...,6A级珍贵桑蚕丝  法式优雅设计...,¥ 799
紫易全亚麻睡袍（情侣同款）,天然亚麻面料，触感细腻顺滑，...,¥ 219
紫易色织格子纯棉家居服,优质纯棉面料，轻盈透气，版型...,¥ 179
紫易针织条纹家居服,双层纯棉针织，修身立体裁剪，...,¥ 199
PULPOL SOCKS男士短袜(5双装),柔软舒适，经典百搭，吸湿抑菌,¥ 39
PULPOL SOCKS女士短袜（5双装）,柔软舒适，经典百搭，吸湿抑菌,¥ 39
PULPOL SOCKS女士隐形船袜（3双...,零敏防脱，柔软亲肤，吸湿抑菌,¥ 39
PULPOL SOCKS女士船袜（5双装）,亲肤舒适，防脱耐磨，吸湿抑菌,¥ 39
PULPOL SOCKS男士隐形船袜（3双...,零敏防脱，柔软亲肤，吸湿抑菌,¥ 39
PULPOL SOCKS男士船袜(5双装),亲肤舒适，防脱耐磨，吸湿抑菌,¥ 39
悠启8D超轻薄丝滑连裤袜（2双装...,亲肤细腻，柔韧弹性，牢固耐穿...,¥ 39
365WEAR匹马棉抗菌男短袜 5双,美国进口匹马棉，德国抗菌科技...,¥ 49
365WEAR四季轻运动短袜 6+1 套...,创新搭配设计，舒适精梳棉，左...,¥ 89
365WEAR抑菌女士短袜 5色装,高针高弹，科学混纺，环保染色...,¥ 49
365WEAR匹马棉抗菌男中袜 5双,美国进口匹马棉，德国抗菌科技...,¥ 59
365WEAR抑菌男士短袜 5色装,高针高弹，科学混纺，厚棉触感...,¥ 49
悠启基本舒适防滑船袜（三双装）,柔软细腻，高弹透气，防滑防脱,¥ 39
365WEAR四季轻运动中袜 6+1 套...,创新设计，舒适精梳棉，左右脚...,¥ 89
365WEAR春夏薄款绅士袜 4双装,新疆长绒棉，抗菌抑臭，吸湿排...,¥ 49
365WEAR半毛圈绅士商务袜 3双装...,毛圈袜底，中高筒袜，柔软贴合...,¥ 49
90分COOLMAX五指袜 2双装,快速排汗，贴合脚面，柔韧耐磨...,¥ 49
悠启条纹抓绒裤袜,高弹抗起球，保暖舒适，修身塑形,¥ 59
90分休闲美利奴羊毛袜(一双装）,美利奴羊毛，吸湿透气，柔软舒适,¥ 49
米家石英表,计步抬腕可见，自动校准时间，...,¥ 349
玺佳机械表•MY系列,德国iF设计金奖，镂空机械美学,¥ 999
玺佳全镂空机械表,双面镂空设计，荣获德国红点奖,¥ 899
TwentySeventeen轻时尚石英腕表...,简洁无印设计，原装进口机芯，...,¥ 99 起
I8简约石英腕表,【赠皮质表带】进口机芯，简约...,¥ 399
米动手表青春版,续航45天，GPS+GLONASS 双模定...,¥ 399
LUCKYME告白系列挂坠,奢牌同源，魅力潮流，个性DIY，...,¥ 499 起
Sola Bella偏爱于你项链,时尚设计，告白神器，多样佩戴,¥ 199
Sola Bella悦动之心圆形系列,悬浮设计，优雅灵动，芯动闪耀,¥ 249 起
Sola Bella悦动之心水滴系列,悬浮设计，优雅灵动，芯动闪耀,¥ 249 起
Sola Bella单钻锁骨链,经典百搭设计，尽显优雅锁骨，...,¥ 199
LUCKYME爱随心动18K金钻石项链,奢牌同源，欧式建筑设计，时髦...,¥ 1899
LUCKYME钻石珐琅心形18K金项链,满钻效果，双面可戴，告白神器...,¥ 1199
LUCKYME星座银镶嵌珍珠吊坠,浩瀚星海，寻你星座,¥ 199
LUCKYME心心相恋18K金手链,日式精工，纤美细致，高抗拉力...,¥ 599
LUCKYME百搭足金项链,999足金，计价产品，男女通用，...,¥ 811 起
LuckyME足金祈运珠手链（约0.7...,MINI转经轮造型，3D硬金工艺，...,¥ 299 起
米兔招财猫足金吊坠,招财送礼，足金材质 ，3D硬金工...,¥ 888
LUCKYME双款式足金百福锁吊坠,百福百家爱，足金材质，初生贺...,¥ 1649
LUCKYME足金萌狗吊坠（约1.9g）,狗年献礼，足金材质，3D硬金工艺,¥ 799
LUCKYME足金招财貔貅手链（约2...,招财瑞兽，足金材质，3D硬金工...,¥ 919 起
LUCKYME唯一有你铂金戒指,高贵铂金，璀璨磨砂，极简美学...,¥ 699 起
LUCKYME经典闪耀钻戒,比利时亮式切割，显钻设计，奢...,¥ 4399 起
TS飞行员偏光太阳镜,舒适镜框，偏光镜片，专业时尚,¥ 199 起
TS夹片太阳镜,TAC偏光镜片，阻隔UVA/UVB，过...,¥ 59
TS金塑框近视镜,文艺小圆镜框，中梁雕花设计，...,¥ 599 起
TS近视镜,PEI镜架，单面非球面镜片，自适...,¥ 299 起
TS太阳镜经典猫眼款,钢片一体成型设计，无螺丝无焊...,¥ 249
TS夹片防蓝光镜,TAC镜片，35%蓝光吸收比，锌合...,¥ 59
TS太阳镜 猫眼款 米家定制,板材镜架，尼龙偏光镜片，镭射...,¥ 249
TS太阳镜 潮范 米家定制,复古圆框， 双梁设计，电镀金属...,¥ 199
TS太阳镜 旅行者款 米家定制,钢片一体成型，无螺丝无焊点结...,¥ 249
TS猫眼尼龙太阳镜,进口板材，尼龙镜片，UV400,¥ 299
TS炫彩猫眼太阳镜,99%隔绝紫外线，进口材质，时尚...,¥ 199
TS旅行者偏光太阳镜,进口板材，尼龙偏光镜片，UV400,¥ 249
TS圆框尼龙太阳镜,进口板材，尼龙镜片，UV400,¥ 299
TS太阳镜飞行员款,纯钛镜架，尼龙偏光镜片，隐形...,¥ 499
TS太阳镜复古款,一体成型设计，不锈钢镜架，尼...,¥ 199
TS太阳眼镜猫眼款茶色,板材镜架，尼龙偏光镜片，镭射...,¥ 249
TS防蓝光眼镜 米家定制,35%蓝光阻隔率，UV400，超轻材...,¥ 99
TS儿童防蓝光护目镜,50%蓝光阻隔率，防UVA、UVB,¥ 199
TS防蓝光护目镜,60%高阻隔蓝光，UV400，超轻材...,¥ 299
TS眼镜架 米家定制,钨钛材质，超轻质地，舒适佩戴,¥ 249
七面意大利真皮自动扣皮带,精致商务，创新结构合金扣，可...,¥ 149
七面意大利真皮双面用皮带,进口高品质皮料，双色双面可用...,¥ 139
七面头层牛皮简约休闲皮带,精工手作，时尚百搭,¥ 99
七面植鞣皮商务休闲皮带,头层植鞣牛皮，单层无贴合，百...,¥ 99
七面植鞣皮黄铜扣手工皮带,经典美式风潮，牛仔休闲更有范,¥ 139
七面女士缝线细腰带,精致牛皮，柔软百搭，车缝线点缀,¥ 89
悠启防晒凉感手套（情侣同款）,"UPF50+,凉感面料，手掌硅胶",¥ 69
小米棒球帽,反光帽檐，止汗吸汗，魔术贴调...,¥ 49
W.W拼接色大檐遮阳草帽,轻盈透气，遮阳舒适，轻巧便捷,¥ 59
悠启防晒空顶帽,防晒升级，止汗清爽，卷折收纳,¥ 59
LuckyME 金元宝贺岁红包,创意足金红包，百元诚意价格，...,¥ 99
90分精致蝴蝶结羊毛毡帽,100%澳洲羊毛，英伦风范，舒适...,¥ 99
90分男女精纺纯羊毛双面围巾,澳洲纯羊毛，舒适保暖，四平针...,¥ 169
磨砂硅胶泳帽,高弹力、抗撕裂、降水阻、不伤发,¥ 39
男士五分泳裤,杜邦莱卡，有效抗氯，疏水降阻...,¥ 99
男士平角泳裤,杜邦莱卡，有效抗氯，疏水降阻...,¥ 79
裙式分体泳衣,杜邦莱卡，有效抗氯，交叉美背,¥ 169
女士连体泳衣,杜邦莱卡，有效抗氯，镂空美背,¥ 149
Bestway百适乐彩虹泳圈浮排系列...,绚烂彩虹色，安全不漏气，细腻...,¥ 19.9 起
Bestway百适乐水果泳圈浮排系列...,可爱水果造型，安全不漏气，细...,¥ 39.9 起
Bestway百适乐坐骑系列,3D彩印，优质PVC材料，安全防漏...,¥ 149 起
云麦助游训练浮板,浮漂助游，日常训练，锻炼健身...,¥ 49
Bestway百适乐泵系列,大口径气室，快速充放气，三种...,¥ 19.9 起
name,desc,price
德尔玛不锈钢养生壶,食品级不锈钢，6大菜单，1.5L四...,¥ 199
德尔玛不锈钢绞肉机,不锈钢外壳，360°绞碎，400W纯...,¥ 169
品罗小怪兽料理机,30000转高速破壁，6刀粉碎更细...,¥ 199
圈厨复古平板微波炉,18升黄金容量，立体均匀速热，...,¥ 449
云米小厨宝 6.6L,小巧外观，6.6L大容量，1500W大...,¥ 399
圈厨24L家用电烤箱,精准控温，循环热风，液晶显示...,¥ 299 直降
云米互联网智能烟机Cross,风随火动，21m³/min大吸力，宽...,¥ 2299
云米互联网智能燃气灶,4200W大火力，230°宽频火力调节...,¥ 799
心想智能胶囊咖啡机,2种咖啡模式，独立热水功能，多...,¥ 799
云米智能互联烟灶套装,烟灶相互联动，自动排风，火越...,¥ 2699 直降
圈厨家用小型绞肉机,高效切碎，双档可选，5重防护，...,¥ 109
圈厨多功能家用电火锅,360°环形加热，1500W大功率，食...,¥ 239
心想胶囊咖啡机,配套咖啡胶囊已上线，请搜索【...,¥ 499 起
米家电水壶,快速沸腾，304不锈钢内胆，1.5...,¥ 99
米家恒温电水壶,快速沸腾，水温智能控制，三重...,¥ 199
米家IH电饭煲 3L,IH电磁环绕加热，3000+煮米方案...,¥ 399
米家IH电饭煲 4L,IH电磁环绕加热，大金PFA不粘锅...,¥ 599
米家压力IH电饭煲,压力IH加热技术，灰铸铁内胆,¥ 999
圈厨多用途电热锅,一锅多用，多火力可调，分体式...,¥ 199
云米互联网洗碗机 8套嵌入式,脉冲洗涤，高温除菌，热风烘干...,¥ 2199 直降
米家电磁炉 白色,99挡微调控火，支持低温烹饪，...,¥ 299
云米智能即热饮水吧,一键加热，水温调节，  APP预设...,¥ 599
便携式果蔬料理机,3款随行杯，三重连锁设计，点动...,¥ 179 直降
知吾煮煎锅,简约时尚，不粘锅，多用途，硅...,¥ 149
知吾煮平底炒锅,深煎多能，健康不粘，美观实用,¥ 179
知吾煮奶锅,食品接触用不粘涂层，不锈钢复...,¥ 79
悦味MOTOMI系列不粘炒锅,德国高端不粘层，德国三层涂敷...,¥ 159 起 直降
悦味MOTOMI系列不粘煎锅,一锅多用，超强不粘，少油烹饪...,¥ 149
一悟一什欧式经典珐琅锅,自循环水滴设计，持久保温,¥ 229
知吾煮鸳鸯锅,一体式铸造，导热均匀，食品接...,¥ 169
知吾煮汤锅 米家定制,聚热快，受热匀，食品级不沾涂...,¥ 99
知吾煮不锈钢炒锅 米家定制,5层复合锅身 / 耐用健康 / 适用...,¥ 349
一悟一什珍美味不锈钢蒸锅,上蒸下煮，原汁鲜味，精材制作,¥ 99 起
无涂层不锈钢炒锅,三层复合锅体，高效匀热,¥ 299 起
知吾煮不锈钢汤锅 米家定制,三层复合锅底 / 安全健康 / 易...,¥ 249
无涂层健康不锈钢奶锅,三层复合锅体，红点奖设计,¥ 179
无涂层健康不锈钢汤锅,三层复合锅体，红点奖设计,¥ 299
无涂层健康不锈钢煎锅,三层复合锅体，红点奖设计,¥ 279
中华铸铁炒锅,铸铁原木，安全健康,¥ 179
无涂层健康不锈钢锅三件套,三层复合锅体，红点奖设计,¥ 749
17PIN玻璃斜纹杯 2只装,收敛型杯口，斜纹内壁，手工吹制,¥ 36 起
质造夏日凉水壶套装,稳若泰山，山壶岛杯，断水干净,¥ 39 起
